"","Authors","AuthorID","Title","Year","Source.title","Volume","Issue","Art..No.","Page.start","Page.end","Page.count","Cited.by","DOI","Link","Affiliations","Authors.with.affiliations","Author.Keywords","Index.Keywords","ID","Document.Type","Publication.Stage","Access.Type","Source","EID","Coder"
"368","Robertson J., Roux C., Wiggins K.G.","7404531595;7202017940;7003873724;","Forensic examination of fibres: Third edition",2017,"Forensic Examination of Fibres: Third Edition","","",NA,"1","465",NA,7,"10.1201/9781315156583","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042000756&doi=10.1201%2f9781315156583&partnerID=40&md5=6b2474fd0513896b21c68ac66d9af3e2","National Centre for Forensic Studies (NCFS), University of Canberra, Australia; University of Lausanne, Switzerland; Metropolitan Police Forensic Science Laboratory (MPFSL), London, United Kingdom","Robertson, J., National Centre for Forensic Studies (NCFS), University of Canberra, Australia; Roux, C., University of Lausanne, Switzerland; Wiggins, K.G., Metropolitan Police Forensic Science Laboratory (MPFSL), London, United Kingdom","","",NA,"Book","Final","","Scopus","2-s2.0-85042000756","2019 report"
"369","Biedermann A., Champod C., Willis S.","","Development of European standards for evaluative reporting in forensic science: The gap between intentions and perceptions",2017,"International Journal of Evidence & Proof","21","01-Feb",NA,"14","29",NA,7,"","","","Biedermann, A.; Champod, C.; Willis, S.","","",NA,"","Final","","Scopus","2-s2.0-85047870492","2019 report"
"370","Palmer R., Sheridan K., Puckett J., Richardson N., Lo W.","55636317627;56526564900;57195619101;57195618026;57195619504;","An investigation into secondary transfer—The transfer of textile fibres to seats",2017,"Forensic Science International","278","",NA,"334","337",NA,7,"10.1016/j.forsciint.2017.07.035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029313283&doi=10.1016%2fj.forsciint.2017.07.035&partnerID=40&md5=123650b8f807e159be7d3c82a70e1e79","The Forensic Science Unit, Faculty of Health and Life Sciences, Northumbria University, Ellison Building, Newcastle Upon Tyne, United Kingdom","Palmer, R., The Forensic Science Unit, Faculty of Health and Life Sciences, Northumbria University, Ellison Building, Newcastle Upon Tyne, United Kingdom; Sheridan, K., The Forensic Science Unit, Faculty of Health and Life Sciences, Northumbria University, Ellison Building, Newcastle Upon Tyne, United Kingdom; Puckett, J., The Forensic Science Unit, Faculty of Health and Life Sciences, Northumbria University, Ellison Building, Newcastle Upon Tyne, United Kingdom; Richardson, N., The Forensic Science Unit, Faculty of Health and Life Sciences, Northumbria University, Ellison Building, Newcastle Upon Tyne, United Kingdom; Lo, W., The Forensic Science Unit, Faculty of Health and Life Sciences, Northumbria University, Ellison Building, Newcastle Upon Tyne, United Kingdom","Fibres; Interpretation; Persistence; Seats; Secondary transfer","polyester; Article; clothing; controlled study; cotton; crime; experimental design; forensic identification; legal evidence; priority journal; seat; textile fiber; time factor",NA,"Article","Final","","Scopus","2-s2.0-85029313283","2019 report"
"371","Reichard E.J., Bartick E.G., Morgan S.L., Goodpaster J.V.","57192437463;6603722593;7402180417;55912901600;","Microspectrophotometric analysis of yellow polyester fiber dye loadings with chemometric techniques",2017,"Forensic Chemistry","3","",NA,"21","27",NA,7,"10.1016/j.forc.2016.11.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010858456&doi=10.1016%2fj.forc.2016.11.001&partnerID=40&md5=801626f9706e5d0be0c2cf840e38f9a4","Indiana University Purdue University Indianapolis (IUPUI), Department of Chemistry and Chemical Biology, Forensic and Investigative Sciences Program, 402 N. Blackford Street, LD 326, Indianapolis, IN  46202, United States; George Washington University, Department of Forensic Sciences, The George Washington University, 2100 Foxhall Road, NW, Washington, DC, 20007, United States; University of South Carolina, Department of Chemistry and Biochemistry, Columbia, SC  29208, United States","Reichard, E.J., Indiana University Purdue University Indianapolis (IUPUI), Department of Chemistry and Chemical Biology, Forensic and Investigative Sciences Program, 402 N. Blackford Street, LD 326, Indianapolis, IN  46202, United States; Bartick, E.G., George Washington University, Department of Forensic Sciences, The George Washington University, 2100 Foxhall Road, NW, Washington, DC, 20007, United States; Morgan, S.L., University of South Carolina, Department of Chemistry and Biochemistry, Columbia, SC  29208, United States; Goodpaster, J.V., Indiana University Purdue University Indianapolis (IUPUI), Department of Chemistry and Chemical Biology, Forensic and Investigative Sciences Program, 402 N. Blackford Street, LD 326, Indianapolis, IN  46202, United States","Dye loading; Fibers; Forensic science; Microspectrophotometry; Multivariate statistics; Polyester","",NA,"Article","Final","","Scopus","2-s2.0-85010858456","2019 report"
"372","Hejazi S.M., Kadivar N., Sajjadi A.","24558652500;57056467500;56411868200;","Analytical assessment of woven fabrics under vertical stabbing - The role of protective clothing",2016,"Forensic Science International","259","",NA,"224","233",NA,7,"10.1016/j.forsciint.2015.12.036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954287607&doi=10.1016%2fj.forsciint.2015.12.036&partnerID=40&md5=7a6997224ff06e9c9235b4839e0d3689","Department of Textile Engineering, Isfahan University of Technology, Isfahan, 84156-83111, Iran","Hejazi, S.M., Department of Textile Engineering, Isfahan University of Technology, Isfahan, 84156-83111, Iran; Kadivar, N., Department of Textile Engineering, Isfahan University of Technology, Isfahan, 84156-83111, Iran; Sajjadi, A., Department of Textile Engineering, Isfahan University of Technology, Isfahan, 84156-83111, Iran","Energy method; Knife; Protective clothing; Stab; Woven fabric","polyamide; polyester; metal; analytic method; Article; cotton; forensic medicine; knife cut; mathematical analysis; mathematical model; physical parameters; priority journal; protective clothing; tensile strength; textile fiber; tongue tear measurement method; human; textile; Wounds, Stab; Humans; Metals; Polyesters; Protective Clothing; Textiles; Wounds, Stab",NA,"Article","Final","","Scopus","2-s2.0-84954287607","2019 report"
"373","Koszewska M.","6508328473;","Circular Economy - Challenges for the Textile and Clothing Industry",2018,"Autex Research Journal","","",NA,NA,NA,NA,6,"10.1515/aut-2018-0023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050954128&doi=10.1515%2faut-2018-0023&partnerID=40&md5=a021a67ba9d25869ae02d71477cd4dc4","Lodz University of Technology, Faculty of Management and Production Engineering, Department of Production Management and Logistics, Wolczanska 215, Lodz, 90-924, Poland","Koszewska, M., Lodz University of Technology, Faculty of Management and Production Engineering, Department of Production Management and Logistics, Wolczanska 215, Lodz, 90-924, Poland","Circular economy; closing the loop; recycling; textile and clothing industry","",NA,"Article in Press","Article in Press","Open Access","Scopus","2-s2.0-85050954128","2019 report"
"374","Groves E., Palenik S., Palenik C.S.","56915536700;6505782584;7005080203;","Reproducibility of high-performance thin-layer chromatography (HPTLC) in textile dye analysis",2018,"Forensic Chemistry","8","",NA,"104","110",NA,6,"10.1016/j.forc.2018.03.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044282249&doi=10.1016%2fj.forc.2018.03.004&partnerID=40&md5=71457b995324069893efffed824632c1","Microtrace LLC, 790 Fl, etc, her Dr., Suite 106, Elgin, IL  60123, United States","Groves, E., Microtrace LLC, 790 Fl, etc, her Dr., Suite 106, Elgin, IL  60123, United States; Palenik, S., Microtrace LLC, 790 Fl, etc, her Dr., Suite 106, Elgin, IL  60123, United States; Palenik, C.S., Microtrace LLC, 790 Fl, etc, her Dr., Suite 106, Elgin, IL  60123, United States","Dye identification; Forensic science; High performance thin-layer chromatography (HPTLC); Reproducibility; Textile dyes","",NA,"Article","Final","","Scopus","2-s2.0-85044282249","2019 report"
"375","Schotman T.G., Xu X., Rodewijk N., van der Weerd J.","56681105900;57196741696;55949390800;6603650278;","Application of dye analysis in forensic fibre and textile examination: Case examples",2017,"Forensic Science International","278","",NA,"338","350",NA,6,"10.1016/j.forsciint.2017.07.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029289012&doi=10.1016%2fj.forsciint.2017.07.026&partnerID=40&md5=fa31e6c22ba36b831b994fa3fa07a2cb","Netherlands Forensic Institute, Division of Chemical and Physical Traces, P.O. Box 24044, The Hague, 2490AA, Netherlands","Schotman, T.G., Netherlands Forensic Institute, Division of Chemical and Physical Traces, P.O. Box 24044, The Hague, 2490AA, Netherlands; Xu, X., Netherlands Forensic Institute, Division of Chemical and Physical Traces, P.O. Box 24044, The Hague, 2490AA, Netherlands; Rodewijk, N., Netherlands Forensic Institute, Division of Chemical and Physical Traces, P.O. Box 24044, The Hague, 2490AA, Netherlands; van der Weerd, J., Netherlands Forensic Institute, Division of Chemical and Physical Traces, P.O. Box 24044, The Hague, 2490AA, Netherlands","Chromatography; Dye; Fibres and Textiles; HPLC; Mass spectrometry","dye; analytic method; Article; chemical analysis; chromatography; color; crime; diode array detection; explosion; forensic science; glove; high performance liquid chromatography; mass; priority journal; quality control; rape; retention time; textile; textile fiber; traffic accident",NA,"Article","Final","","Scopus","2-s2.0-85029289012","2019 report"
"376","Arscott E., Morgan R., Meakin G., French J.","57193986936;57194780985;55023033400;37037238900;","Understanding forensic expert evaluative evidence: A study of the perception of verbal expressions of the strength of evidence",2017,"Science and Justice","57","3",NA,"221","227",NA,6,"10.1016/j.scijus.2017.02.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012287009&doi=10.1016%2fj.scijus.2017.02.002&partnerID=40&md5=3321e5b456687043d923918cff99b427","UCL Centre for the Forensic Sciences, 35 Tavistock Square, London, WC1H 9EZ, United Kingdom; UCL Department of Security and Crime Science, 35 Tavistock Square, London, WC1H 9EZ, United Kingdom","Arscott, E., UCL Centre for the Forensic Sciences, 35 Tavistock Square, London, WC1H 9EZ, United Kingdom; Morgan, R., UCL Centre for the Forensic Sciences, 35 Tavistock Square, London, WC1H 9EZ, United Kingdom, UCL Department of Security and Crime Science, 35 Tavistock Square, London, WC1H 9EZ, United Kingdom; Meakin, G., UCL Centre for the Forensic Sciences, 35 Tavistock Square, London, WC1H 9EZ, United Kingdom, UCL Department of Security and Crime Science, 35 Tavistock Square, London, WC1H 9EZ, United Kingdom; French, J., UCL Centre for the Forensic Sciences, 35 Tavistock Square, London, WC1H 9EZ, United Kingdom, UCL Department of Security and Crime Science, 35 Tavistock Square, London, WC1H 9EZ, United Kingdom","Likelihood ratio; Perception; Strength of evidence; Verbal scale","controlled clinical trial; controlled study; criminal justice; empirical research; forensic medicine; human; major clinical study; perception; randomized controlled trial; verbal behavior; expert witness; forensic science; Expert Testimony; Forensic Sciences; Humans",NA,"Article","Final","","Scopus","2-s2.0-85012287009","2019 report"
"377","Benson N., Dos Santos R.O., Griffiths K., Cole N., Doble P., Roux C., Blanes L.","57193510460;57193516276;57193507447;25123483300;6603627895;7202017940;8606130700;","The development of a stabbing machine for forensic textile damage analysis",2017,"Forensic Science International","273","",NA,"132","139",NA,6,"10.1016/j.forsciint.2017.02.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014490583&doi=10.1016%2fj.forsciint.2017.02.013&partnerID=40&md5=73e6d349b787914d32216cef10cadeef","University of Technology Sydney, Centre for Forensic Science, PO Box 123, BroadwayNSW  2007, Australia; Department of Engineering, Architecture and Agricultural studies, University of Santa Cruz do Sul, Santa Cruz do Sul, RS, Brazil; Specialist Operations, Australian Federal Police, GPO Box 401, Canberra, ACT  2601, Australia","Benson, N., University of Technology Sydney, Centre for Forensic Science, PO Box 123, BroadwayNSW  2007, Australia; Dos Santos, R.O., University of Technology Sydney, Centre for Forensic Science, PO Box 123, BroadwayNSW  2007, Australia, Department of Engineering, Architecture and Agricultural studies, University of Santa Cruz do Sul, Santa Cruz do Sul, RS, Brazil; Griffiths, K., Specialist Operations, Australian Federal Police, GPO Box 401, Canberra, ACT  2601, Australia; Cole, N., University of Technology Sydney, Centre for Forensic Science, PO Box 123, BroadwayNSW  2007, Australia; Doble, P., University of Technology Sydney, Centre for Forensic Science, PO Box 123, BroadwayNSW  2007, Australia; Roux, C., University of Technology Sydney, Centre for Forensic Science, PO Box 123, BroadwayNSW  2007, Australia; Blanes, L., University of Technology Sydney, Centre for Forensic Science, PO Box 123, BroadwayNSW  2007, Australia","Arduino; Knife; Stab; Stabbing Machine; Textile damage","Article; computer simulation; computer system; equipment design; forensic science; machine; online system; software; stab wound; stabbing machine; textile; weapon",NA,"Article","Final","","Scopus","2-s2.0-85014490583","2019 report"
"378","Heider E.C., Mujumdar N., Campiglia A.D.","57190341326;57151044700;7003458477;","Identification of detergents for forensic fiber analysis",2016,"Analytical and Bioanalytical Chemistry","408","28",NA,"7935","7943",NA,6,"10.1007/s00216-016-9927-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988422292&doi=10.1007%2fs00216-016-9927-8&partnerID=40&md5=742cab8b053d5aee7be9005afb65ec1e","Department of Chemistry, University of Central Florida, 4111 Libra Drive, P.O. Box 25000, Orlando, FL  32816-2366, United States; National Center for Forensic Science, University of Central Florida, P.O. Box 162367, Orlando, FL  32816-2367, United States","Heider, E.C., Department of Chemistry, University of Central Florida, 4111 Libra Drive, P.O. Box 25000, Orlando, FL  32816-2366, United States; Mujumdar, N., Department of Chemistry, University of Central Florida, 4111 Libra Drive, P.O. Box 25000, Orlando, FL  32816-2366, United States; Campiglia, A.D., Department of Chemistry, University of Central Florida, 4111 Libra Drive, P.O. Box 25000, Orlando, FL  32816-2366, United States, National Center for Forensic Science, University of Central Florida, P.O. Box 162367, Orlando, FL  32816-2367, United States","Detergent analysis; Fluorescence microscopy; Forensic fibers; Principal component analysis","Fibers; Fluorescence; Fluorescence microscopy; Laundering; Soaps (detergents); Textile fibers; Textiles; Acrylic fibers; BULK SPECIMENS; Nylon fiber; Single fiber; Spectral characteristics; Spectral signature; Trace evidences; Whitening agents; Principal component analysis",NA,"Article","Final","","Scopus","2-s2.0-84988422292","2019 report"
"379","Sultana N., Gunning S., Furst S.J., Garrard K.P., Dow T.A., Vinueza N.R.","57194709120;56524367400;26432679900;6602607002;7006710080;23096118100;","Direct analysis of textile dyes from trace fibers by automated microfluidics extraction system coupled with Q-TOF mass spectrometer for forensic applications",2018,"Forensic Science International","289","",NA,"67","74",NA,5,"10.1016/j.forsciint.2018.05.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047638919&doi=10.1016%2fj.forsciint.2018.05.020&partnerID=40&md5=f47ab278b2cfd28818ff48a52de507f2","Department of Textile Engineering, Chemistry, and Science, North Carolina State University, Raleigh, NC  27695, United States; Precision Engineering Consortium, North Carolina State University, Raleigh, NC  27695, United States","Sultana, N., Department of Textile Engineering, Chemistry, and Science, North Carolina State University, Raleigh, NC  27695, United States; Gunning, S., Precision Engineering Consortium, North Carolina State University, Raleigh, NC  27695, United States; Furst, S.J., Precision Engineering Consortium, North Carolina State University, Raleigh, NC  27695, United States; Garrard, K.P., Precision Engineering Consortium, North Carolina State University, Raleigh, NC  27695, United States; Dow, T.A., Precision Engineering Consortium, North Carolina State University, Raleigh, NC  27695, United States; Vinueza, N.R., Department of Textile Engineering, Chemistry, and Science, North Carolina State University, Raleigh, NC  27695, United States","Dyes; Mass spectrometry; Microfluidics; Quadrupole-time-of-flight; Textile fibers; Trace evidence","anthraquinone; dye; organic solvent; Article; automation; elemental analysis; extraction; forensic science; isotope analysis; microfluidic analysis; priority journal; quadrupole mass spectrometry; structure analysis; sulfonation; time of flight mass spectrometry",NA,"Article","Final","","Scopus","2-s2.0-85047638919","2019 report"
